T,L
6.501296903430908969e+03,2.818382931264453717e+00
6.683439175686148701e+03,2.754228703338166273e+00
5.248074602497727938e+03,3.311311214825911176e+00
6.208690342300637894e+03,2.818382931264453717e+00
6.025595860743575031e+03,2.884031503126605944e+00
6.025595860743575031e+03,2.884031503126605944e+00
6.025595860743575031e+03,2.884031503126605944e+00
6.208690342300637894e+03,2.818382931264453717e+00
6.637430704019089717e+03,2.754228703338166273e+00
6.637430704019089717e+03,2.691534803926915576e+00
6.823386941416697482e+03,2.691534803926915576e+00
6.637430704019089717e+03,2.691534803926915576e+00
5.929253245799999604e+03,2.884031503126605944e+00
6.591738952443212838e+03,2.691534803926915576e+00
7.079457843841380964e+03,2.630267991895381741e+00
5.888436553555889986e+03,2.818382931264453717e+00
5.807644175213117705e+03,2.884031503126605944e+00
5.688529308438412954e+03,2.884031503126605944e+00
6.237348354824191119e+03,2.691534803926915576e+00
6.151768727098683485e+03,2.754228703338166273e+00
6.546361740672747146e+03,2.691534803926915576e+00
5.714786366718672070e+03,2.884031503126605944e+00
6.237348354824191119e+03,2.691534803926915576e+00
5.807644175213117705e+03,2.818382931264453717e+00
6.025595860743575031e+03,2.754228703338166273e+00
6.025595860743575031e+03,2.754228703338166273e+00
6.025595860743575031e+03,2.754228703338166273e+00
6.151768727098683485e+03,2.691534803926915576e+00
6.237348354824191119e+03,2.691534803926915576e+00
6.982324040771711225e+03,2.570395782768863491e+00
6.180164001384157928e+03,2.691534803926915576e+00
7.030723198838333701e+03,2.570395782768863491e+00
6.053408747539136129e+03,2.691534803926915576e+00
6.053408747539136129e+03,2.691534803926915576e+00
6.053408747539136129e+03,2.691534803926915576e+00
6.180164001384157928e+03,2.691534803926915576e+00
5.861381645140284490e+03,2.754228703338166273e+00
5.767664633922508983e+03,2.818382931264453717e+00
6.151768727098683485e+03,2.691534803926915576e+00
5.834451042737448006e+03,2.754228703338166273e+00
5.861381645140284490e+03,2.754228703338166273e+00
6.053408747539136129e+03,2.691534803926915576e+00
6.053408747539136129e+03,2.691534803926915576e+00
6.053408747539136129e+03,2.691534803926915576e+00
5.984115950603199053e+03,2.691534803926915576e+00
5.984115950603199053e+03,2.691534803926915576e+00
5.984115950603199053e+03,2.691534803926915576e+00
6.309573444801930236e+03,2.630267991895381741e+00
5.956621435290103364e+03,2.691534803926915576e+00
5.956621435290103364e+03,2.691534803926915576e+00
5.956621435290103364e+03,2.691534803926915576e+00
6.280583588133179546e+03,2.630267991895381741e+00
6.501296903430908969e+03,2.570395782768863491e+00
5.984115950603199053e+03,2.691534803926915576e+00
5.984115950603199053e+03,2.691534803926915576e+00
5.984115950603199053e+03,2.691534803926915576e+00
7.144963260755134797e+03,2.511886431509580131e+00
6.823386941416697482e+03,2.511886431509580131e+00
6.081350012787176638e+03,2.630267991895381741e+00
6.081350012787176638e+03,2.630267991895381741e+00
6.081350012787176638e+03,2.630267991895381741e+00
6.180164001384157928e+03,2.570395782768863491e+00
6.683439175686148701e+03,2.511886431509580131e+00
5.888436553555889986e+03,2.630267991895381741e+00
6.180164001384157928e+03,2.570395782768863491e+00
6.237348354824191119e+03,2.511886431509580131e+00
6.729766562843175052e+03,2.454708915685030579e+00
6.591738952443212838e+03,2.454708915685030579e+00
6.591738952443212838e+03,2.454708915685030579e+00
6.729766562843175052e+03,2.398832919019490362e+00
6.441692655151775398e+03,2.454708915685030579e+00
5.888436553555889986e+03,2.570395782768863491e+00
5.888436553555889986e+03,2.570395782768863491e+00
5.888436553555889986e+03,2.570395782768863491e+00
5.807644175213117705e+03,2.570395782768863491e+00
6.309573444801930236e+03,2.454708915685030579e+00
6.151768727098683485e+03,2.454708915685030579e+00
6.309573444801930236e+03,2.454708915685030579e+00
5.767664633922508983e+03,2.570395782768863491e+00
6.025595860743575031e+03,2.511886431509580131e+00
6.025595860743575031e+03,2.511886431509580131e+00
6.025595860743575031e+03,2.511886431509580131e+00
6.353309318517435713e+03,2.398832919019490362e+00
5.807644175213117705e+03,2.511886431509580131e+00
6.180164001384157928e+03,2.454708915685030579e+00
6.180164001384157928e+03,2.398832919019490362e+00
6.546361740672747146e+03,2.344228815319921999e+00
5.956621435290103364e+03,2.454708915685030579e+00
5.956621435290103364e+03,2.454708915685030579e+00
5.956621435290103364e+03,2.454708915685030579e+00
6.501296903430908969e+03,2.344228815319921999e+00
5.956621435290103364e+03,2.454708915685030579e+00
5.956621435290103364e+03,2.454708915685030579e+00
5.956621435290103364e+03,2.454708915685030579e+00
6.280583588133179546e+03,2.398832919019490362e+00
5.984115950603199053e+03,2.454708915685030579e+00
5.984115950603199053e+03,2.454708915685030579e+00
5.984115950603199053e+03,2.454708915685030579e+00
6.309573444801930236e+03,2.344228815319921999e+00
6.501296903430908969e+03,2.344228815319921999e+00
6.109420249055720888e+03,2.398832919019490362e+00
5.834451042737448006e+03,2.454708915685030579e+00
6.180164001384157928e+03,2.344228815319921999e+00
6.546361740672747146e+03,2.290867652767773155e+00
6.237348354824191119e+03,2.344228815319921999e+00
6.180164001384157928e+03,2.344228815319921999e+00
6.441692655151775398e+03,2.238721138568339430e+00
6.546361740672747146e+03,2.238721138568339430e+00
6.025595860743575031e+03,2.290867652767773155e+00
6.637430704019089717e+03,2.187761623949552536e+00
6.397348354826482137e+03,2.238721138568339430e+00
6.309573444801930236e+03,2.238721138568339430e+00
5.929253245799999604e+03,2.290867652767773155e+00
5.929253245799999604e+03,2.290867652767773155e+00
5.929253245799999604e+03,2.290867652767773155e+00
6.591738952443212838e+03,2.187761623949552536e+00
6.591738952443212838e+03,2.137962089502232210e+00
5.834451042737448006e+03,2.290867652767773155e+00
5.834451042737448006e+03,2.290867652767773155e+00
5.834451042737448006e+03,2.290867652767773155e+00
6.309573444801930236e+03,2.089296130854039646e+00
6.353309318517435713e+03,2.089296130854039646e+00
6.501296903430908969e+03,2.089296130854039646e+00
6.353309318517435713e+03,2.041737944669529181e+00
1.849268618978079758e+04,5.011872336272725079e+03
1.849268618978079758e+04,5.011872336272725079e+03
2.371373705661655185e+04,5.370317963702526868e+03
2.371373705661655185e+04,5.370317963702526868e+03
1.995262314968878854e+04,3.162277660168379498e+03
1.995262314968878854e+04,3.162277660168379498e+03
1.918668740670290936e+04,2.630267991895381329e+03
1.918668740670290936e+04,2.630267991895381329e+03
1.918668740670290936e+04,2.630267991895381329e+03
1.918668740670290936e+04,2.630267991895381329e+03
1.995262314968878854e+04,2.630267991895381329e+03
1.995262314968878854e+04,2.630267991895381329e+03
2.238721138568337847e+04,3.388441561392024141e+03
2.238721138568337847e+04,3.388441561392024141e+03
1.918668740670290936e+04,2.137962089502232629e+03
1.918668740670290936e+04,2.137962089502232629e+03
1.778279410038922651e+04,9.549925860214359545e+02
1.778279410038922651e+04,9.549925860214359545e+02
1.678804018122558773e+04,7.943282347242812875e+02
1.678804018122558773e+04,7.943282347242812875e+02
1.849268618978079758e+04,9.772372209558111535e+02
1.849268618978079758e+04,9.772372209558111535e+02
1.358313446587154249e+04,3.890451449942804629e+02
1.358313446587154249e+04,3.890451449942804629e+02
1.358313446587154249e+04,3.890451449942804629e+02
1.358313446587154249e+04,3.890451449942804629e+02
1.729816359215103148e+04,6.309573444801930009e+02
1.729816359215103148e+04,6.309573444801930009e+02
1.629296032639721489e+04,5.370317963702526640e+02
1.629296032639721489e+04,5.370317963702526640e+02
1.584893192461114086e+04,3.890451449942804629e+02
1.584893192461114086e+04,3.890451449942804629e+02
1.468926277643866160e+04,3.019951720402016235e+02
1.468926277643866160e+04,3.019951720402016235e+02
1.584893192461114086e+04,3.311311214825910838e+02
1.584893192461114086e+04,3.311311214825910838e+02
1.629296032639721489e+04,3.090295432513592004e+02
1.629296032639721489e+04,3.090295432513592004e+02
1.468926277643866160e+04,2.137962089502232459e+02
1.468926277643866160e+04,2.137962089502232459e+02
1.358313446587154249e+04,1.698243652461744375e+02
1.358313446587154249e+04,1.698243652461744375e+02
1.153453257821093030e+04,8.709635899560805683e+01
1.153453257821093030e+04,8.709635899560805683e+01
1.258925411794166212e+04,7.762471166286916002e+01
1.258925411794166212e+04,7.762471166286916002e+01
1.000000000000000000e+04,5.248074602497725749e+01
1.000000000000000000e+04,5.248074602497725749e+01
1.000000000000000000e+04,5.248074602497725749e+01
1.000000000000000000e+04,5.248074602497725749e+01
1.188502227437018882e+04,6.025595860743577958e+01
1.188502227437018882e+04,6.025595860743577958e+01
1.221799660164871057e+04,6.025595860743577958e+01
1.221799660164871057e+04,6.025595860743577958e+01
1.524052753797290643e+04,9.772372209558106704e+01
1.047128548050898462e+04,3.715352290971726035e+01
1.047128548050898462e+04,3.715352290971726035e+01
1.188502227437018882e+04,4.365158322401658353e+01
1.188502227437018882e+04,4.365158322401658353e+01
1.122018454301962993e+04,3.388441561392025392e+01
1.122018454301962993e+04,3.388441561392025392e+01
1.258925411794166212e+04,4.168693834703355350e+01
1.096478196143185050e+04,2.691534803926915487e+01
1.096478196143185050e+04,2.691534803926915487e+01
1.071519305237607114e+04,2.454708915685029780e+01
1.071519305237607114e+04,2.454708915685029780e+01
1.023292992280753606e+04,2.137962089502232388e+01
1.023292992280753606e+04,2.137962089502232388e+01
1.071519305237607114e+04,2.238721138568340052e+01
1.071519305237607114e+04,2.238721138568340052e+01
1.071519305237607114e+04,2.089296130854039646e+01
9.727472237769650746e+03,1.230268770812381796e+01
4.742419852602448373e+03,1.288249551693133697e+02
4.742419852602448373e+03,1.288249551693133697e+02
4.742419852602448373e+03,1.288249551693133697e+02
7.943282347242813557e+03,6.456542290346556001e+01
8.729713683881112956e+03,6.456542290346556001e+01
5.164163692720710969e+03,6.456542290346556001e+01
5.058246620031142811e+03,6.309573444801932851e+01
7.533555637337170083e+03,4.897788193684461078e+01
8.279421637123345135e+03,4.168693834703355350e+01
8.279421637123345135e+03,4.073802778041127937e+01
8.629785477669702232e+03,3.630780547701014171e+01
8.375292821268825719e+03,3.467368504525316553e+01
8.729713683881112956e+03,3.467368504525316553e+01
8.729713683881112956e+03,3.467368504525316553e+01
8.729713683881112956e+03,3.467368504525316553e+01
8.035261221856168959e+03,2.691534803926915487e+01
8.550667128846831474e+03,2.818382931264453362e+01
8.550667128846831474e+03,2.818382931264453362e+01
8.550667128846831474e+03,2.818382931264453362e+01
8.375292821268825719e+03,2.754228703338166184e+01
8.375292821268825719e+03,2.754228703338166184e+01
8.375292821268825719e+03,2.754228703338166184e+01
8.279421637123345135e+03,2.691534803926915487e+01
8.550667128846831474e+03,2.187761623949553069e+01
8.729713683881112956e+03,2.187761623949553069e+01
8.035261221856168959e+03,2.089296130854039646e+01
8.035261221856168959e+03,2.089296130854039646e+01
8.035261221856168959e+03,2.089296130854039646e+01
7.870457896950984832e+03,1.995262314968879735e+01
7.533555637337170083e+03,1.905460717963247319e+01
8.452788451602898931e+03,1.995262314968879735e+01
9.036494737223014454e+03,2.089296130854039646e+01
8.629785477669702232e+03,1.778279410038922848e+01
8.452788451602898931e+03,1.698243652461744446e+01
8.035261221856168959e+03,1.621810097358929781e+01
8.203515443298185346e+03,1.479108388168207178e+01
8.203515443298185346e+03,1.380384264602884592e+01
8.452788451602898931e+03,1.380384264602884592e+01
8.452788451602898931e+03,1.258925411794167459e+01
7.870457896950984832e+03,1.096478196143185180e+01
5.260172663907062997e+03,4.466835921509630225e+02
5.260172663907062997e+03,4.466835921509630225e+02
5.260172663907062997e+03,4.466835921509630225e+02
5.780960474057181273e+03,3.467368504525316553e+02
5.780960474057181273e+03,3.467368504525316553e+02
5.780960474057181273e+03,3.467368504525316553e+02
4.731512589614802891e+03,4.677351412871981324e+02
4.731512589614802891e+03,4.677351412871981324e+02
4.731512589614802891e+03,4.677351412871981324e+02
1.153453257821093030e+04,3.630780547701014029e+02
9.311078754678301266e+03,2.511886431509579722e+02
1.096478196143185050e+04,2.951209226666387053e+02
1.629296032639721489e+04,6.918309709189362593e+02
9.440608762859235867e+03,2.290867652767772427e+02
1.023292992280753606e+04,2.398832919019489793e+02
1.047128548050898462e+04,2.454708915685031059e+02
1.309181922999406925e+04,3.388441561392023686e+02
1.188502227437018882e+04,2.570395782768864592e+02
1.188502227437018882e+04,2.511886431509579722e+02
1.188502227437018882e+04,2.511886431509579722e+02
1.188502227437018882e+04,2.511886431509579722e+02
1.258925411794166212e+04,2.754228703338166042e+02
1.000000000000000000e+04,1.778279410038922776e+02
1.071519305237607114e+04,1.778279410038922776e+02
9.571940712948440705e+03,1.148153621496882835e+02
9.183325964835810737e+03,1.047128548050899610e+02
4.943106869868353897e+03,1.148153621496882835e+02
4.943106869868353897e+03,1.148153621496882835e+02
4.943106869868353897e+03,1.148153621496882835e+02
1.358313446587154249e+04,1.862087136662867408e+02
1.096478196143185050e+04,1.202264434617413116e+02
9.571940712948440705e+03,9.120108393559097237e+01
1.000000000000000000e+04,9.549925860214358408e+01
1.153453257821093030e+04,1.122018454301963004e+02
1.122018454301962993e+04,1.023292992280753566e+02
1.096478196143185050e+04,8.912509381337454784e+01
9.571940712948440705e+03,6.606934480075960892e+01
9.727472237769650746e+03,6.606934480075960892e+01
9.727472237769650746e+03,6.606934480075960892e+01
9.727472237769650746e+03,6.606934480075960892e+01
9.571940712948440705e+03,6.165950018614822170e+01
9.571940712948440705e+03,6.165950018614822170e+01
9.571940712948440705e+03,6.165950018614822170e+01
9.440608762859235867e+03,6.025595860743577958e+01
1.047128548050898462e+04,6.760829753919819041e+01
1.096478196143185050e+04,7.244359600749902484e+01
9.727472237769650746e+03,5.754399373371569482e+01
9.571940712948440705e+03,5.495408738576245611e+01
9.571940712948440705e+03,5.495408738576245611e+01
9.571940712948440705e+03,5.495408738576245611e+01
1.122018454301962993e+04,6.918309709189365719e+01
1.000000000000000000e+04,5.754399373371569482e+01
9.727472237769650746e+03,5.370317963702527209e+01
8.550667128846831474e+03,4.570881896148749490e+01
9.440608762859235867e+03,5.011872336272722350e+01
9.440608762859235867e+03,5.011872336272722350e+01
9.440608762859235867e+03,5.011872336272722350e+01
1.023292992280753606e+04,5.370317963702527209e+01
8.375292821268825719e+03,4.168693834703355350e+01
8.375292821268825719e+03,3.981071705534973404e+01
1.000000000000000000e+04,4.786300923226382764e+01
9.036494737223014454e+03,3.801893963205612437e+01
9.036494737223014454e+03,3.801893963205612437e+01
9.036494737223014454e+03,3.801893963205612437e+01
8.729713683881112956e+03,3.630780547701014171e+01
9.727472237769650746e+03,4.073802778041127937e+01
8.279421637123345135e+03,3.388441561392025392e+01
8.912509381337458763e+03,3.467368504525316553e+01
8.912509381337458763e+03,3.467368504525316553e+01
8.912509381337458763e+03,3.467368504525316553e+01
7.943282347242813557e+03,3.162277660168379256e+01
9.311078754678301266e+03,2.951209226666385632e+01
8.375292821268825719e+03,2.511886431509579509e+01
8.375292821268825719e+03,2.511886431509579509e+01
8.375292821268825719e+03,2.511886431509579509e+01
8.629785477669702232e+03,2.454708915685029780e+01
8.452788451602898931e+03,2.290867652767773421e+01
8.810488730080138339e+03,1.905460717963247319e+01
7.533555637337170083e+03,1.621810097358929781e+01
7.533555637337170083e+03,1.548816618912481147e+01
7.277798045368242128e+03,1.479108388168207178e+01
7.726805850957020994e+03,1.479108388168207178e+01
7.726805850957020994e+03,1.479108388168207178e+01
7.726805850957020994e+03,1.479108388168207178e+01
7.144963260755134797e+03,1.412537544622754027e+01
6.870684400142324193e+03,1.412537544622754027e+01
7.277798045368242128e+03,1.380384264602884592e+01
6.934258060165694587e+03,1.318256738556407370e+01
8.912509381337458763e+03,1.445439770745927177e+01
7.870457896950984832e+03,1.202264434617413080e+01
7.533555637337170083e+03,1.122018454301963608e+01
6.982324040771711225e+03,1.122018454301963608e+01
7.726805850957020994e+03,1.071519305237606545e+01
7.533555637337170083e+03,1.000000000000000000e+01
7.328245331389044622e+03,1.000000000000000000e+01
7.328245331389044622e+03,1.000000000000000000e+01
7.328245331389044622e+03,1.000000000000000000e+01
7.533555637337170083e+03,9.549925860214358408e+00
8.109610578538404297e+03,9.332543007969910320e+00
7.533555637337170083e+03,8.912509381337454073e+00
7.277798045368242128e+03,8.709635899560804972e+00
7.943282347242813557e+03,7.762471166286917246e+00
7.798301105232585542e+03,7.413102413009174718e+00
7.328245331389044622e+03,6.456542290346556356e+00
7.673614893618185306e+03,6.309573444801933384e+00
7.030723198838333701e+03,6.165950018614822170e+00
7.396052750582382032e+03,6.025595860743577781e+00
6.982324040771711225e+03,5.495408738576245788e+00
2.004472027365159374e+04,3.890451449942804629e+03
1.949844599758045661e+04,3.311311214825911065e+03
1.832314422371211185e+04,2.630267991895381329e+03
2.018366363681559596e+04,3.090295432513592004e+03
1.918668740670290936e+04,2.691534803926916538e+03
1.678804018122558773e+04,1.819700858609982561e+03
1.678804018122558773e+04,1.819700858609982561e+03
1.678804018122558773e+04,1.819700858609982561e+03
1.625548755750484997e+04,1.288249551693133526e+03
1.702158508394949968e+04,1.318256738556407527e+03
1.905460717963248317e+04,1.513561248436208643e+03
1.659586907437559785e+04,9.332543007969915152e+02
1.819700858609982606e+04,1.071519305237605977e+03
1.737800828749376160e+04,6.918309709189362593e+02
1.309181922999406925e+04,3.235936569296280823e+02
1.592208727051169990e+04,4.265795188015925419e+02
1.629296032639721489e+04,4.570881896148752048e+02
1.455459080581966919e+04,3.388441561392023686e+02
1.524052753797290643e+04,3.715352290971724187e+02
1.428893958511103665e+04,3.090295432513592004e+02
1.541700452949558348e+04,3.548133892335753217e+02
1.686553025388742390e+04,3.715352290971724187e+02
1.389952631213352652e+04,1.778279410038922776e+02
1.205035940371798642e+04,1.258925411794167530e+02
1.468926277643866160e+04,1.778279410038922776e+02
1.380384264602883741e+04,1.348962882591653170e+02
1.042317429393303610e+04,7.244359600749902484e+01
1.402813704561958912e+04,1.288249551693133697e+02
1.294195841449986256e+04,9.332543007969910320e+01
1.288249551693134890e+04,8.511380382023763502e+01
1.309181922999406925e+04,8.317637711026708303e+01
1.037528415818012581e+04,5.128613839913648320e+01
1.216186000646367938e+04,6.456542290346556001e+01
1.153453257821093030e+04,5.495408738576245611e+01
1.161448613840343751e+04,5.248074602497725749e+01
1.018591388054116942e+04,3.715352290971726035e+01
9.141132414702498863e+03,3.162277660168379256e+01
1.073989412341243951e+04,3.801893963205612437e+01
6.839116472814293047e+03,3.235936569296280823e+02
6.839116472814293047e+03,3.235936569296280823e+02
4.385306977749855832e+03,5.128613839913648462e+02
4.385306977749855832e+03,5.128613839913648462e+02
4.385306977749855832e+03,5.128613839913648462e+02
4.385306977749855832e+03,5.128613839913648462e+02
4.385306977749855832e+03,5.128613839913648462e+02
4.385306977749855832e+03,5.128613839913648462e+02
4.634469197362879640e+03,3.630780547701014029e+02
4.634469197362879640e+03,3.630780547701014029e+02
4.634469197362879640e+03,3.630780547701014029e+02
4.634469197362879640e+03,3.630780547701014029e+02
4.634469197362879640e+03,3.630780547701014029e+02
4.634469197362879640e+03,3.630780547701014029e+02
4.634469197362879640e+03,3.162277660168379612e+02
4.634469197362879640e+03,3.162277660168379612e+02
4.634469197362879640e+03,3.162277660168379612e+02
4.634469197362879640e+03,3.162277660168379612e+02
4.634469197362879640e+03,3.162277660168379612e+02
4.634469197362879640e+03,3.162277660168379612e+02
5.140436515824259004e+03,2.511886431509579722e+02
5.140436515824259004e+03,2.511886431509579722e+02
5.140436515824259004e+03,2.511886431509579722e+02
5.140436515824259004e+03,2.511886431509579722e+02
5.140436515824259004e+03,2.511886431509579722e+02
5.140436515824259004e+03,2.511886431509579722e+02
8.035261221856168959e+03,1.445439770745927888e+02
8.035261221856168959e+03,1.445439770745927888e+02
8.035261221856168959e+03,1.445439770745927888e+02
5.236004365857500488e+03,1.479108388168207284e+02
5.236004365857500488e+03,1.479108388168207284e+02
5.236004365857500488e+03,1.479108388168207284e+02
5.236004365857500488e+03,1.479108388168207284e+02
5.236004365857500488e+03,1.479108388168207284e+02
5.236004365857500488e+03,1.479108388168207284e+02
6.123503917247733625e+03,1.047128548050899610e+02
6.123503917247733625e+03,1.047128548050899610e+02
5.767664633922508983e+03,1.071519305237605977e+02
5.767664633922508983e+03,1.071519305237605977e+02
5.470159628939715731e+03,1.096478196143185073e+02
5.470159628939715731e+03,1.096478196143185073e+02
5.357966575133416882e+03,1.122018454301963004e+02
5.357966575133416882e+03,1.122018454301963004e+02
5.152286445817567255e+03,9.772372209558106704e+01
5.152286445817567255e+03,9.772372209558106704e+01
9.440608762859235867e+03,9.120108393559097237e+01
9.440608762859235867e+03,9.120108393559097237e+01
8.279421637123345135e+03,7.762471166286916002e+01
8.279421637123345135e+03,7.762471166286916002e+01
8.279421637123345135e+03,7.762471166286916002e+01
8.550667128846831474e+03,7.585775750291836061e+01
8.550667128846831474e+03,7.585775750291836061e+01
8.550667128846831474e+03,7.585775750291836061e+01
8.279421637123345135e+03,6.456542290346556001e+01
8.279421637123345135e+03,6.456542290346556001e+01
8.279421637123345135e+03,6.456542290346556001e+01
9.571940712948440705e+03,7.413102413009177383e+01
9.862794856312109914e+03,7.413102413009177383e+01
9.862794856312109914e+03,7.413102413009177383e+01
9.862794856312109914e+03,7.413102413009177383e+01
9.862794856312109914e+03,7.413102413009177383e+01
9.862794856312109914e+03,7.413102413009177383e+01
9.862794856312109914e+03,7.413102413009177383e+01
9.862794856312109914e+03,7.413102413009177383e+01
9.862794856312109914e+03,7.413102413009177383e+01
9.862794856312109914e+03,7.413102413009177383e+01
8.810488730080138339e+03,6.456542290346556001e+01
8.810488730080138339e+03,6.456542290346556001e+01
8.810488730080138339e+03,6.456542290346556001e+01
8.629785477669702232e+03,5.888436553555889930e+01
8.629785477669702232e+03,5.888436553555889930e+01
1.047128548050898462e+04,7.413102413009177383e+01
1.047128548050898462e+04,7.413102413009177383e+01
9.571940712948440705e+03,6.456542290346556001e+01
8.629785477669702232e+03,5.754399373371569482e+01
9.571940712948440705e+03,6.456542290346556001e+01
9.571940712948440705e+03,6.456542290346556001e+01
8.629785477669702232e+03,5.754399373371569482e+01
8.629785477669702232e+03,5.754399373371569482e+01
8.375292821268825719e+03,5.128613839913648320e+01
8.375292821268825719e+03,5.128613839913648320e+01
8.375292821268825719e+03,5.128613839913648320e+01
1.071519305237607114e+04,6.760829753919819041e+01
1.071519305237607114e+04,6.760829753919819041e+01
9.571940712948440705e+03,5.754399373371569482e+01
9.571940712948440705e+03,5.754399373371569482e+01
9.571940712948440705e+03,5.754399373371569482e+01
1.071519305237607114e+04,6.760829753919819041e+01
9.571940712948440705e+03,5.754399373371569482e+01
9.571940712948440705e+03,5.754399373371569482e+01
9.571940712948440705e+03,5.754399373371569482e+01
1.122018454301962993e+04,7.079457843841380793e+01
1.122018454301962993e+04,7.079457843841380793e+01
1.122018454301962993e+04,7.079457843841380793e+01
9.440608762859235867e+03,5.370317963702527209e+01
9.440608762859235867e+03,5.370317963702527209e+01
9.440608762859235867e+03,5.370317963702527209e+01
9.440608762859235867e+03,5.370317963702527209e+01
9.440608762859235867e+03,5.370317963702527209e+01
9.440608762859235867e+03,5.370317963702527209e+01
9.440608762859235867e+03,5.370317963702527209e+01
9.440608762859235867e+03,5.370317963702527209e+01
9.440608762859235867e+03,5.370317963702527209e+01
8.912509381337458763e+03,4.897788193684461078e+01
8.912509381337458763e+03,4.897788193684461078e+01
8.912509381337458763e+03,4.897788193684461078e+01
1.047128548050898462e+04,6.025595860743577958e+01
1.047128548050898462e+04,6.025595860743577958e+01
8.375292821268825719e+03,4.365158322401658353e+01
8.375292821268825719e+03,4.365158322401658353e+01
8.375292821268825719e+03,4.365158322401658353e+01
8.810488730080138339e+03,4.466835921509630225e+01
8.810488730080138339e+03,4.466835921509630225e+01
1.023292992280753606e+04,5.248074602497725749e+01
1.023292992280753606e+04,5.248074602497725749e+01
1.023292992280753606e+04,5.248074602497725749e+01
9.862794856312109914e+03,4.897788193684461078e+01
9.862794856312109914e+03,4.897788193684461078e+01
9.862794856312109914e+03,4.897788193684461078e+01
1.096478196143185050e+04,5.011872336272722350e+01
1.096478196143185050e+04,5.011872336272722350e+01
1.096478196143185050e+04,5.011872336272722350e+01
9.571940712948440705e+03,3.981071705534973404e+01
9.571940712948440705e+03,3.981071705534973404e+01
9.571940712948440705e+03,3.981071705534973404e+01
1.000000000000000000e+04,4.168693834703355350e+01
1.000000000000000000e+04,4.168693834703355350e+01
1.000000000000000000e+04,4.168693834703355350e+01
8.810488730080138339e+03,3.090295432513590512e+01
8.810488730080138339e+03,3.090295432513590512e+01
8.810488730080138339e+03,3.090295432513590512e+01
8.279421637123345135e+03,2.754228703338166184e+01
8.279421637123345135e+03,2.754228703338166184e+01
8.279421637123345135e+03,2.754228703338166184e+01
9.311078754678301266e+03,2.818382931264453362e+01
9.311078754678301266e+03,2.818382931264453362e+01
8.810488730080138339e+03,2.630267991895381385e+01
8.810488730080138339e+03,2.630267991895381385e+01
8.810488730080138339e+03,2.630267991895381385e+01
9.311078754678301266e+03,2.818382931264453362e+01
8.810488730080138339e+03,2.511886431509579509e+01
8.452788451602898931e+03,2.398832919019490006e+01
8.452788451602898931e+03,2.398832919019490006e+01
7.396052750582382032e+03,2.187761623949553069e+01
7.396052750582382032e+03,2.187761623949553069e+01
7.396052750582382032e+03,2.187761623949553069e+01
8.550667128846831474e+03,2.137962089502232388e+01
8.550667128846831474e+03,2.137962089502232388e+01
8.550667128846831474e+03,2.137962089502232388e+01
8.109610578538404297e+03,1.995262314968879735e+01
8.109610578538404297e+03,1.995262314968879735e+01
8.109610578538404297e+03,1.995262314968879735e+01
8.203515443298185346e+03,1.995262314968879735e+01
8.203515443298185346e+03,1.995262314968879735e+01
8.203515443298185346e+03,1.995262314968879735e+01
8.203515443298185346e+03,1.995262314968879735e+01
8.203515443298185346e+03,1.995262314968879735e+01
8.203515443298185346e+03,1.995262314968879735e+01
8.109610578538404297e+03,1.995262314968879735e+01
8.109610578538404297e+03,1.995262314968879735e+01
8.109610578538404297e+03,1.995262314968879735e+01
8.109610578538404297e+03,1.995262314968879735e+01
8.109610578538404297e+03,1.995262314968879735e+01
8.109610578538404297e+03,1.995262314968879735e+01
8.203515443298185346e+03,1.995262314968879735e+01
8.203515443298185346e+03,1.995262314968879735e+01
8.203515443298185346e+03,1.995262314968879735e+01
7.870457896950984832e+03,1.819700858609983385e+01
7.870457896950984832e+03,1.819700858609983385e+01
7.870457896950984832e+03,1.819700858609983385e+01
7.870457896950984832e+03,1.819700858609983385e+01
7.870457896950984832e+03,1.819700858609983385e+01
7.870457896950984832e+03,1.819700858609983385e+01
7.603262769401814694e+03,1.737800828749375270e+01
7.603262769401814694e+03,1.737800828749375270e+01
7.603262769401814694e+03,1.737800828749375270e+01
8.279421637123345135e+03,1.778279410038922848e+01
8.279421637123345135e+03,1.778279410038922848e+01
8.452788451602898931e+03,1.819700858609983385e+01
7.464487584100668755e+03,1.698243652461744446e+01
7.464487584100668755e+03,1.698243652461744446e+01
8.452788451602898931e+03,1.819700858609983385e+01
8.452788451602898931e+03,1.778279410038922848e+01
8.452788451602898931e+03,1.778279410038922848e+01
8.810488730080138339e+03,1.778279410038922848e+01
8.810488730080138339e+03,1.778279410038922848e+01
7.943282347242813557e+03,1.659586907437560654e+01
7.943282347242813557e+03,1.659586907437560654e+01
7.943282347242813557e+03,1.659586907437560654e+01
7.943282347242813557e+03,1.659586907437560654e+01
7.943282347242813557e+03,1.659586907437560654e+01
7.943282347242813557e+03,1.659586907437560654e+01
7.943282347242813557e+03,1.659586907437560654e+01
7.943282347242813557e+03,1.659586907437560654e+01
7.943282347242813557e+03,1.659586907437560654e+01
8.629785477669702232e+03,1.584893192461113287e+01
8.629785477669702232e+03,1.584893192461113287e+01
8.629785477669702232e+03,1.479108388168207178e+01
8.629785477669702232e+03,1.479108388168207178e+01
9.183325964835810737e+03,1.513561248436207940e+01
9.183325964835810737e+03,1.513561248436207940e+01
