ci,lum,absmag,spect
0.183,11.168632477805607,2.230,a
0.181,50.21113054699537,0.598,a
0.102,106.26738654024653,-0.216,a
0.239,23.87811282913177,1.405,a
0.279,43.65158322401658,0.750,a
0.156,49.65923214503358,0.610,a
0.016,74.67925899308831,0.167,a
0.174,64.86344335482381,0.320,a
0.167,166.26467968935367,-0.702,a
0.048,99.54054173515264,-0.145,a
0.314,288.66890179482726,-1.301,a
0.037,19.570413414806758,1.621,a
0.641,492.4929296050272,-1.881,a
0.027,52.095474732855536,0.558,a
0.105,12.84694899831193,2.078,a
-0.006,40.513522022926395,0.831,a
0.270,41.91794659325637,0.794,a
0.053,475.99237966724985,-1.844,a
-0.039,42.11143104363183,0.789,a
0.126,37.39383436431516,0.918,a
0.140,34.387452222912714,1.009,a
0.198,82.71799518641342,0.056,a
-0.032,65.16283940608425,0.315,a
0.010,111.99535223848878,-0.273,a
0.102,29.45777902339458,1.177,a
0.130,62.00118642087245,0.369,a
-0.038,82.48975239353295,0.059,a
-0.016,92.12977276685554,-0.061,a
-0.005,264.24087573219475,-1.205,a
-0.011,73.58681396510448,0.183,a
0.273,7.151547046592818,2.714,a
0.072,105.09934271862164,-0.204,a
0.190,122.80046179887881,-0.373,a
-0.003,31.36172916512987,1.109,a
-0.002,43.41102097073453,0.756,a
-0.109,91.03323996799098,-0.048,a
-0.018,163.38041693006815,-0.683,a
0.079,38.79716572936907,0.878,a
0.200,46.00446663934781,0.693,a
0.181,28.418424680635887,1.216,a
-0.024,95.49925860214354,-0.100,a
0.106,30.817684166115118,1.128,a
0.087,99.63226419544176,-0.146,a
0.026,140.47531026968778,-0.519,a
-0.170,423.83810577435025,-1.718,a
0.009,99.8159627491724,-0.148,a
0.342,5.5462571295791046,2.990,a
0.282,13.551894123510356,2.020,a
0.006,22.782427662500808,1.456,a
0.261,129.53883889748883,-0.431,a
0.291,1417.751123122001,-3.029,a
0.105,58.29079788672337,0.436,a
0.227,33419504.002611496,-13.960,a
-0.031,183.14708046613507,-0.807,a
-0.008,45.12321133443373,0.714,a
0.078,15.516722739072334,1.873,a
-0.002,107.44841166445545,-0.228,a
-0.001,87.82132798980062,-0.009,a
0.061,21.222668969007817,1.533,a
0.120,23.834168206731533,1.407,a
0.243,9069.84781505793,-5.044,a
0.077,13.464802883878468,2.027,a
0.156,28.707805820246907,1.205,a
0.055,114.6040591136603,-0.298,a
1.362,2286.651602919521,-3.548,a
0.022,49.20395356814509,0.620,a
0.297,21.222668969007817,1.533,a
-0.018,126.12465753175385,-0.402,a
-0.007,25.58585886905645,1.330,a
0.034,49.43106869868354,0.615,a
0.073,553.6049950434,-2.008,a
0.233,37.25632384666037,0.922,a
0.221,22.428488158692844,1.473,a
0.028,53.80219571891124,0.523,a
0.153,31.21763510848165,1.114,a
-0.032,70.59923578936672,0.228,a
0.104,62.23002851691592,0.365,a
0.077,116.84227381673325,-0.319,a
0.065,20701413.487910412,-13.440,a
0.160,231206479.01755893,-16.060,a
-0.001,336.6665743686229,-1.468,a
-0.032,46.77351412871981,0.675,a
0.007,53.45643593969714,0.530,a
0.345,13427649.611378642,-12.970,a
0.110,19.860949173573715,1.605,a
0.018,59.10170366102437,0.421,a
-0.142,102.70698960262818,-0.179,a
0.150,16.29296032639722,1.820,a
-0.003,32.06269324505466,1.085,a
0.098,41.648560934074126,0.801,a
-0.035,80.90958991783822,0.080,a
0.277,9.763375665826418,2.376,a
0.050,149.69248567600363,-0.588,a
0.151,1501.0667325703694,-3.091,a
-0.031,126.24087614670482,-0.403,a
0.260,48.43953885478401,0.637,a
0.128,43.251383103500885,0.760,a
0.087,68.23386941416697,0.265,a
0.042,35.253318119588606,0.982,a
-0.085,270.89438298597827,-1.232,a
0.013,42.69725940480335,0.774,a
0.147,117.38159324832205,-0.324,a
0.158,33.17416496945389,1.048,a
0.023,55.055409848479435,0.498,a
-0.152,116.62724050819654,-0.317,a
-0.040,59.59365192559373,0.412,a
0.018,33.143624500925895,1.049,a
0.010,247.286267818702,-1.133,a
-0.020,94.01561688035699,-0.083,a
0.100,1444.1090844161206,-3.049,a
0.048,62.7480161997852,0.356,a
0.141,833.2973486343163,-2.452,a
0.011,221.61543259597204,-1.014,a
0.204,69.18309709189363,0.250,a
0.010,107.5474208972789,-0.229,a
0.164,111686324.77805611,-15.270,a
0.155,106.07181496353158,-0.214,a
0.057,35.80964371026361,0.965,a
0.108,79.28663748785473,0.102,a
0.116,18.14679779396928,1.703,a
0.331,20.286167169662928,1.582,a
0.086,45.16479049291119,0.713,a
0.210,53.40722340937611,0.531,a
0.052,49.70499105762348,0.609,a
0.018,80.76068613289758,0.082,a
0.057,193.9099078614849,-0.869,a
0.182,41.114972110452236,0.815,a
0.244,311.6018303105464,-1.384,a
0.222,11.956387999881212,2.156,a
-0.099,80.31561699226565,0.088,a
0.023,52.57750822566941,0.548,a
0.771,154.45429874014232,-0.622,a
0.172,13.121998990192028,2.055,a
0.014,91.87556016660622,-0.058,a
0.227,16.18825362642107,1.827,a
0.018,18.810485289187042,1.664,a
0.175,50.81594425605605,0.585,a
0.125,13.715132259364845,2.007,a
0.035,92.89663867799364,-0.070,a
0.066,140.60475241299127,-0.520,a
-0.012,33.45029868260137,1.039,a
0.167,44.299619910036355,0.734,a
0.062,15.96614245993414,1.842,a
0.218,12.542958923023175,2.104,a
0.187,18.793168168032686,1.665,a
-0.024,39.99447497610976,0.845,a
-0.010,54.100340686346755,0.517,a
0.043,65.40335094488948,0.311,a
0.256,30.14393884279467,1.152,a
0.110,18.775866989193503,1.666,a
0.332,13.09784962399686,2.057,a
0.060,58.02297599818738,0.441,a
0.201,40.58821946619183,0.829,a
-0.039,188.27818367346757,-0.837,a
0.275,17.10802987599329,1.767,a
-0.007,60.869537233490085,0.389,a
0.007,34.00948065121909,1.021,a
0.207,12.348096078586025,2.121,a
0.051,51.1917527999711,0.577,a
-0.004,38.69011316551085,0.881,a
0.393,117.05770359631377,-0.321,a
0.308,14.92794409578996,1.915,a
0.083,83.63729915840261,0.044,a
0.109,6171.631684555837,-4.626,a
0.003,46.472924167620356,0.682,a
-0.030,35.2858025828527,0.981,a
-0.010,26.448436268543603,1.294,a
0.447,178.3199772232918,-0.778,a
0.013,39.66431879468582,0.854,a
0.035,36.57631930094521,0.942,a
-0.002,47.1194269420276,0.667,a
-0.027,53.11289818550132,0.537,a
0.170,85.90135215053961,0.015,a
0.208,11.439314495393061,2.204,a
0.017,28.31391995799379,1.220,a
0.137,6754.605666335012,-4.724,a
0.160,20.473872763416395,1.572,a
0.019,41.114972110452236,0.815,a
0.229,28.54959816900407,1.211,a
0.435,397.0086781121842,-1.647,a
0.010,36.77900704223862,0.936,a
0.217,11.587773561551256,2.190,a
0.043,89.78421709097269,-0.033,a
-0.069,82.03515443298177,0.065,a
0.195,22.511270159128795,1.469,a
0.200,12.823305826560212,2.080,a
0.084,35.05903839326127,0.988,a
0.015,7957.927898970918,-4.902,a
0.120,11.178923907117436,2.229,a
0.058,102.04694319421989,-0.172,a
-0.044,186.89599716514905,-0.829,a
0.066,848.7895030072438,-2.472,a
0.256,13.727770182085486,2.006,a
0.043,1064.6331870513125,-2.718,a
0.185,1234.8096078586018,-2.879,a
0.249,14.12537544622754,1.975,a
0.009,198.60949173573695,-0.895,a
0.043,24.479356661960658,1.378,a
0.150,98.17479430199843,-0.130,a
0.122,242.9964897703228,-1.114,a
0.224,19.53439656398256,1.623,a
0.003,37.25632384666037,0.922,a
-0.023,29.080374827353147,1.191,a
0.275,39.08408957924019,0.870,a
0.059,177.82794100389228,-0.775,a
0.220,25.468302525850405,1.335,a
0.142,56.441688817514226,0.471,a
0.157,12.427964384409151,2.114,a
0.181,20.606299132700006,1.565,a
0.149,14.873048700465302,1.919,a
0.064,24.797048987986994,1.364,a
0.012,140.7343138318349,-0.521,a
0.141,57.385213267461886,0.453,a
0.268,35.383435681472214,0.978,a
0.223,10.356189770449859,2.312,a
0.088,78.55973322609896,0.112,a
0.314,14.04753102696877,1.981,a
-0.120,89.94975815300351,-0.035,a
0.243,10.9345269673092,2.253,a
0.145,32.09223768048434,1.084,a
-0.041,83.32973486343164,0.048,a
0.007,392.6449353995997,-1.635,a
0.034,63.03764788294872,0.351,a
0.022,71.38385536016628,0.216,a
0.288,221.00393173491838,-1.011,a
0.241,12.044811285731752,2.148,a
0.045,411.52857843551004,-1.686,a
0.170,45.040167816808726,0.716,a
0.288,11.890496789850978,2.162,a
0.000,31.13149665447022,1.117,a
0.170,58.1835211048072,0.438,a
0.179,21.35993860189796,1.526,a
0.001,35.350861336199706,0.979,a
0.381,17.701089583174213,1.730,a
0.328,6.528298441586141,2.813,a
-0.010,30.06076302628229,1.155,a
0.232,23.79030445880625,1.409,a
0.070,225.32013356294826,-1.032,a
0.018,118.03206356517298,-0.330,a
0.046,54.0505353708669,0.518,a
0.013,32.15140824832692,1.082,a
0.269,34040818.97010009,-13.980,a
0.199,13.452407051486322,2.028,a
0.189,6269.024974761646,-4.643,a
0.021,77.8394932626726,0.122,a
-0.024,26.497200988789636,1.292,a
0.063,61.15049825170284,0.384,a
0.095,93.66988779521158,-0.079,a
0.177,27.72043237577702,1.243,a
0.066,37.80941866832965,0.906,a
0.086,44.17738448896478,0.737,a
-0.003,92.89663867799364,-0.070,a
0.190,32.71899836231792,1.063,a
0.246,45.24806378555482,0.711,a
0.193,22.10039317349185,1.489,a
0.528,33113112.148259077,-13.950,a
0.193,73.51906920715662,0.184,a
0.137,25.680294506673494,1.326,a
0.251,26.767018556258904,1.281,a
0.147,16.12872362170402,1.831,a
0.053,117.27353057793782,-0.323,a
0.207,31.915378551007617,1.090,a
0.115,71.05587633694735,0.221,a
0.012,22.908676527677724,1.450,a
0.216,11.09685726774124,2.237,a
0.066,67.54605666335011,0.276,a
0.258,52.14347854144576,0.557,a
0.109,335.11973196770776,-1.463,a
0.135,58.8843655355589,0.425,a
0.120,14.574712612565289,1.941,a
0.128,15.275660582380723,1.890,a
0.027,91.70647491149319,-0.056,a
0.069,19.660746338790997,1.616,a
0.027,113.44882442111646,-0.287,a
0.092,13.32907464231338,2.038,a
0.173,16.70321225815042,1.793,a
0.137,29.70297844017863,1.168,a
-0.040,40.55085354483837,0.830,a
-0.029,246.8311689697344,-1.131,a
0.083,125.66085200763307,-0.398,a
0.195,34.801663221500384,0.996,a
0.516,54.35005651294466,0.512,a
-0.053,276.43943712203344,-1.254,a
0.010,48.261409326852096,0.641,a
0.121,18.416199035246702,1.687,a
0.111,11.609138701261816,2.188,a
-0.042,57.49101815675037,0.451,a
0.516,115.45161169214299,-0.306,a
0.273,11481.536214968817,-5.300,a
0.255,16.58059075108917,1.801,a
0.257,116.09138701261821,-0.312,a
0.290,19.516413002858265,1.624,a
0.171,13.880336665672347,1.994,a
0.229,11.460405911366024,2.202,a
0.038,320.92237680484357,-1.416,a
-0.040,140.08769839545832,-0.516,a
0.038,59.1561634175474,0.420,a
0.052,65.40335094488948,0.311,a
0.006,39.048108374925356,0.871,a
0.086,27.61849442075293,1.247,a
0.219,12.325370982033443,2.123,a
0.173,65.2829844158614,0.313,a
0.300,7.819878403894963,2.617,a
0.035,70.79457843841381,0.225,a
0.263,36982817.97802674,-14.070,a
0.175,29376496.519615367,-13.820,a
0.041,25.374646458649643,1.339,a
0.020,66.92679069358428,0.286,a
0.135,36.677523159949516,0.939,a
-0.031,5345.643593969719,-4.470,a
0.190,11.107082559188644,2.236,a
-0.032,106.16955571987242,-0.215,a
-0.007,83.02330159249539,0.052,a
0.020,41.00152405066133,0.818,a
0.015,182.4735830762581,-0.803,a
0.184,19.989411112356596,1.598,a
0.026,125.89254117941675,-0.400,a
0.026,64.0324324468947,0.334,a
0.019,62.45971525332756,0.361,a
0.316,58.77599636806001,0.427,a
0.257,18.29784734295414,1.694,a
0.136,46.55860935229591,0.680,a
0.217,67.4838730870757,0.277,a
0.051,24.25492857109422,1.388,a
0.194,18.897310544316767,1.659,a
0.020,35.448674447379986,0.976,a
0.300,26.18183008218986,1.305,a
0.029,64.50598332848317,0.326,a
0.342,304.50890669742233,-1.359,a
0.163,27.87404520323769,1.237,a
-0.024,43.691806338528814,0.749,a
0.042,30.591445594864084,1.136,a
0.258,14.818355175164307,1.923,a
0.241,58.8843655355589,0.425,a
0.193,25.28133479834113,1.343,a
0.068,58.66782664019767,0.429,a
0.018,60.869537233490085,0.389,a
0.035,105.29312128434388,-0.206,a
0.147,21.183611352485013,1.535,a
0.304,8.464474480976998,2.531,a
0.251,10.94460267815079,2.252,a
-0.052,99.63226419544176,-0.146,a
0.071,60.311481961781745,0.399,a
0.474,120226443.46174131,-15.350,a
0.091,16.24800335227319,1.823,a
0.166,15.149559320403432,1.899,a
-0.043,57.332383865384074,0.454,a
0.059,20.79696687103695,1.555,a
0.087,225.52775667452468,-1.033,a
0.042,71.9117735782509,0.208,a
0.178,28.866890179482727,1.199,a
0.114,23.141952615112523,1.439,a
0.290,35318316.979195625,-14.020,a
0.222,13.514500541175588,2.023,a
0.029,226.36016404497494,-1.037,a
-0.007,91.70647491149319,-0.056,a
0.059,81.13346052282633,0.077,a
0.199,13.931568029453029,1.990,a
0.300,18.264172487743544,1.696,a
0.500,56493697.48123022,-14.530,a
0.661,124.05092300422251,-0.384,a
-0.007,41.45720317867256,0.806,a
0.006,170.92280052343324,-0.732,a
0.160,12.740896859191105,2.087,a
0.042,39.95765566188054,0.846,a
-0.038,54.100340686346755,0.517,a
0.196,12.11155762982733,2.142,a
0.208,29.45777902339458,1.177,a
0.227,23.615655239177173,1.417,a
-0.050,85.90135215053961,0.015,a
0.038,39.518458892843654,0.858,a
0.112,23.141952615112523,1.439,a
-0.019,309.0295432513592,-1.375,a
0.274,35318316.979195625,-14.020,a
0.028,80.02026771193327,0.092,a
-0.022,34.99451670283571,0.990,a
0.035,88.30799004185621,-0.015,a
0.211,14.615039720061645,1.938,a
0.038,87.09635899560806,0.000,a
0.156,37.80941866832965,0.906,a
0.087,185.1825243638178,-0.819,a
-0.039,67.98294904549553,0.269,a
0.291,41.152857843551004,0.814,a
-0.061,72.37690370745293,0.201,a
0.016,128.35121968394975,-0.421,a
0.173,40.3273792976113,0.836,a
0.100,32.38918349968774,1.074,a
0.188,11.2719745617551,2.220,a
0.116,56.33781508509383,0.473,a
0.166,19.072165205939058,1.649,a
0.255,109.84998450583755,-0.252,a
0.169,19.516413002858265,1.624,a
0.033,60.311481961781745,0.399,a
0.053,22.4491550756959,1.472,a
0.307,8.986694950475258,2.466,a
0.165,21.35993860189796,1.526,a
0.256,36.10771451003529,0.956,a
0.021,147.63862777538625,-0.573,a
0.114,43.85306977749856,0.745,a
0.035,53.01515066784589,0.539,a
0.029,53.65373995198518,0.526,a
0.164,13.365955165464419,2.035,a
0.029,39.66431879468582,0.854,a
0.069,18.14679779396928,1.703,a
0.081,91.20108393559097,-0.050,a
0.027,61.48936385126264,0.378,a
0.025,155.73993890808558,-0.631,a
0.209,8.302330159249538,2.552,a
0.127,19.751496220607592,1.611,a
-0.004,74.13102413009177,0.175,a
0.175,15.732581854464675,1.858,a
0.541,127057410.52085394,-15.410,a
0.098,20.21156766960755,1.586,a
-0.020,157.76112696993485,-0.645,a
0.128,26.448436268543603,1.294,a
-0.003,103.8484455008274,-0.191,a
0.210,46.089288098089526,0.691,a
0.211,52.57750822566941,0.548,a
0.105,14.682499678319866,1.933,a
0.059,50.5824662003114,0.590,a
0.266,9.384259312370176,2.419,a
0.113,37.60105236684958,0.912,a
0.161,15.247547676599162,1.892,a
0.202,12.858786926343992,2.077,a
0.085,25.65665297034868,1.327,a
-0.004,222.4333998485111,-1.018,a
0.216,13.182567385564068,2.050,a
0.019,28.10606200334399,1.228,a
0.067,79.94660025203162,0.093,a
0.157,11.989470404794204,2.153,a
0.473,26791683.24819037,-13.720,a
0.432,77983011.05232593,-14.880,a
0.264,10.884287379435941,2.258,a
0.117,84.95716271561207,0.027,a
0.188,22.32543861616743,1.478,a
0.139,23.463889244641322,1.424,a
0.257,26.18183008218986,1.305,a
0.062,42.150234972104414,0.788,a
0.154,98.26525828295317,-0.131,a
-0.007,83.25302067492423,0.049,a
0.044,22.71956437735267,1.459,a
0.063,62.921635128798584,0.353,a
0.174,14.12537544622754,1.975,a
0.160,46.77351412871981,0.675,a
0.038,22.92978591824822,1.449,a
0.547,70.21016602403145,0.234,a
0.090,14.682499678319866,1.933,a
0.278,13.134090365327339,2.054,a
0.233,46558609.35229601,-14.320,a
0.294,6.564475019516994,2.807,a
0.345,11.81408251920887,2.169,a
-0.100,151.0775731924994,-0.598,a
0.089,16.29296032639722,1.820,a
0.044,61.54602373713163,0.377,a
0.050,744.0463661919196,-2.329,a
0.210,38370724.54922792,-14.110,a
0.117,94.6237161365793,-0.090,a
0.015,118.24968703831047,-0.332,a
0.116,123.14024122062172,-0.376,a
-0.022,44.25883723626264,0.735,a
0.331,5.209547473285552,3.058,a
0.174,50582466.20031138,-14.410,a
0.038,245.01913368807854,-1.123,a
-0.001,54.80245321768504,0.503,a
0.243,31.59366435682516,1.101,a
0.122,166.72472125510626,-0.705,a
-0.004,31.36172916512987,1.109,a
0.283,8.356030182312479,2.545,a
0.280,84.56682000993546,0.032,a
-0.012,72.24370324363555,0.203,a
-0.010,215.1790570339755,-0.982,a
0.240,47.38053933388255,0.661,a
0.030,29.21460373877333,1.186,a
0.352,8.709635899560805,2.500,a
0.070,120.55910077295344,-0.353,a
0.190,17.013748158991977,1.773,a
0.123,27.239554471208656,1.262,a
0.055,19.915902890576117,1.602,a
0.358,8.527073373436284,2.523,a
0.262,10.018437657240257,2.348,a
0.071,41.763799295097385,0.798,a
0.077,24.9344618809783,1.358,a
0.068,29.73034849677021,1.167,a
-0.006,38.83291570049549,0.877,a
0.113,60.311481961781745,0.399,a
0.021,30.227344800386522,1.149,a
0.160,13.677288255958487,2.010,a
0.008,68.10829367676381,0.267,a
0.310,9.890084450210653,2.362,a
0.168,49.88844874600119,0.605,a
0.054,54.100340686346755,0.517,a
0.180,16.982436524617444,1.775,a
0.177,20.044720273651613,1.595,a
0.026,160.25072388814195,-0.662,a
0.195,77.55324957585901,0.126,a
-0.012,30.563282803659664,1.137,a
0.082,48.97788193684461,0.625,a
0.043,18.063420831699762,1.708,a
0.088,64.38726829014608,0.328,a
0.022,31.768740706497706,1.095,a
0.215,15.71809828203918,1.859,a
0.212,9.078205301781855,2.455,a
-0.056,35.41604004264617,0.977,a
0.093,32.870022396877516,1.058,a
0.205,43.45102241715714,0.755,a
0.056,38.65449465982838,0.882,a
0.263,20.30486002716804,1.581,a
0.172,78.70457896950985,0.110,a
0.114,21.242224773886967,1.532,a
-0.035,35.15604405282981,0.985,a
0.012,94.6237161365793,-0.090,a
0.265,5.510614111390657,2.997,a
0.224,9.844643639803781,2.367,a
0.003,22.490546058357815,1.470,a
0.072,18.450154191794738,1.685,a
0.049,40.66305463404283,0.827,a
0.000,74.74807281756631,0.166,a
0.204,11.566447741656456,2.192,a
0.095,43.85306977749856,0.745,a
-0.023,182.81002161427426,-0.805,a
0.051,87.17661466018497,-0.001,a
0.192,11.199535223848878,2.227,a
0.076,12.7997061670518,2.082,a
0.002,26.351175898638402,1.298,a
0.242,10.995120668793497,2.247,a
0.160,52.820194976999694,0.543,a
0.322,42.65795188015925,0.775,a
-0.013,184.33168795057549,-0.814,a
0.122,21.717008433479915,1.508,a
0.215,14.073431383183483,1.979,a
0.015,35.579513055974274,0.972,a
0.195,52.095474732855536,0.558,a
0.024,67.8578350950407,0.271,a
0.015,56.49369748123026,0.470,a
0.033,196.4264645879856,-0.883,a
0.051,37.35940922587999,0.919,a
0.170,47.07604832565833,0.668,a
0.348,479.95442493194446,-1.853,a
0.046,96.02846792093811,-0.106,a
0.127,47.38053933388255,0.661,a
0.344,45289757.99036214,-14.290,a
0.232,13.677288255958487,2.010,a
0.040,67.17381285473806,0.282,a
0.173,32.478801876353714,1.071,a
0.224,36.07447338641916,0.957,a
0.282,10.214097519898491,2.327,a
-0.022,110.25543321022239,-0.256,a
0.207,16.504409856522788,1.806,a
0.068,16.262975210134087,1.822,a
0.303,6.047835918818004,2.896,a
-0.001,112.9275744209416,-0.282,a
-0.115,75.37025766884257,0.157,a
0.204,30.171715226017724,1.151,a
0.203,25.562304271125456,1.331,a
0.055,81.50795556116014,0.072,a
0.029,46.55860935229591,0.680,a
0.090,18.416199035246702,1.687,a
0.050,28.760736288630262,1.203,a
-0.009,116.19836038697959,-0.313,a
-0.008,144.41090844161207,-0.549,a
0.294,15.093848966549519,1.903,a
-0.079,44.34044016334413,0.733,a
0.193,27.014690729572468,1.271,a
0.048,31.017014994776897,1.121,a
0.088,102.89635722967539,-0.181,a
0.088,14.481048230513721,1.948,a
0.198,23.50715115938293,1.422,a
0.187,17.23455205109162,1.759,a
-0.049,54.35005651294466,0.512,a
-0.001,102.61243651933424,-0.178,a
0.056,51.28613839913648,0.575,a
0.068,22.469841036401558,1.471,a
0.102,50.11872336272725,0.600,a
0.098,22.532013356294836,1.468,a
0.045,21.144625616525904,1.537,a
0.255,35.84264080437145,0.964,a
0.109,16.672472125510627,1.795,a
0.181,269.64973635434194,-1.227,a
0.057,77.33925780489973,0.129,a
0.090,33.419504002611426,1.040,a
0.169,13.867558288718882,1.995,a
-0.018,88.63392873279338,-0.019,a
0.183,21.85747548686934,1.501,a
0.003,497.0499105762351,-1.891,a
-0.010,30.704356507300638,1.132,a
0.117,23.96624529408638,1.401,a
0.059,203.04860027168058,-0.919,a
0.090,22.059720217473263,1.491,a
0.196,20.137242498623884,1.590,a
0.037,23.637416081162932,1.416,a
-0.014,30.931430109489618,1.124,a
-0.014,42.03393032365494,0.791,a
0.029,30.088462766457255,1.154,a
0.132,35.74374062644807,0.967,a
0.020,81.88417919005117,0.067,a
0.114,19.971008660281843,1.599,a
0.220,29.593749953433893,1.172,a
0.239,38.124135110429904,0.897,a
0.274,11.84677117581485,2.166,a
0.113,16.368165214278086,1.815,a
0.111,22.222862543282037,1.483,a
0.017,44.99870338721506,0.717,a
0.183,36.47539469256078,0.945,a
0.073,18.518252436381783,1.681,a
0.057,93.49750030886001,-0.077,a
0.053,35.71083458083457,0.968,a
0.017,31.419552846410713,1.107,a
-0.106,32.77932453002282,1.061,a
0.046,33.02174352670766,1.053,a
0.023,31.275193114079812,1.112,a
0.211,10.695473105661602,2.277,a
-0.007,135.89391171008015,-0.483,a
0.279,15.703628043335524,1.860,a
0.256,9.103323996799094,2.452,a
-0.009,40.10513660865759,0.842,a
0.094,13.539418114050742,2.021,a
0.116,14.996848355023733,1.910,a
0.042,34.16646128138224,1.016,a
0.202,16.277960863937977,1.821,a
-0.032,98.53715068586186,-0.134,a
0.071,59.59365192559373,0.412,a
0.217,30.959932133091723,1.123,a
-0.002,90.61498022319977,-0.043,a
0.193,23.227367963571062,1.435,a
0.089,24.23259924092549,1.389,a
0.121,84.17827076608127,0.037,a
0.026,30.171715226017724,1.151,a
-0.049,256.09435171567696,-1.171,a
0.104,22.10039317349185,1.489,a
0.225,70.40443214699752,0.231,a
0.160,39.99447497610976,0.845,a
0.190,15.703628043335524,1.860,a
0.233,33.69767985844037,1.031,a
0.194,8.757900363063683,2.494,a
0.040,90.53155916484845,-0.042,a
0.096,18.013578646691407,1.711,a
0.001,30.591445594864084,1.136,a
0.236,9.264031007363993,2.433,a
0.275,9.549925860214358,2.400,a
0.087,17.076544728138742,1.769,a
-0.007,59.42921586155727,0.415,a
0.070,23.746521436516744,1.411,a
0.243,17.282238729497653,1.756,a
0.284,19.498445997580454,1.625,a
0.013,41.07712125533876,0.816,a
0.183,23.141952615112523,1.439,a
0.128,44.299619910036355,0.734,a
0.082,19.971008660281843,1.599,a
0.201,11.748975549395297,2.175,a
0.053,44.75071720476559,0.723,a
0.281,16.62646796893536,1.798,a
0.156,19.787913352337373,1.609,a
-0.030,131.58306550959193,-0.448,a
0.010,43.05266104917108,0.765,a
0.066,67.29766562843174,0.280,a
0.124,18.879913490962927,1.660,a
0.435,2006.3190647905747,-3.406,a
0.136,31.739494085622255,1.096,a
0.128,43.772363793476565,0.747,a
0.434,154.59662193866743,-0.623,a
0.311,18.672393883829486,1.672,a
0.093,18.264172487743544,1.696,a
0.000,181.97008586099827,-0.800,a
-0.006,151.0775731924994,-0.598,a
0.111,22698648.51883826,-13.540,a
-0.013,39.81071705534971,0.850,a
0.159,22.615177461083626,1.464,a
0.056,23.856130399309123,1.406,a
0.191,37.49730022454834,0.915,a
0.230,18.810485289187042,1.664,a
0.078,128.4694899831193,-0.422,a
0.139,49.47661736816762,0.614,a
0.007,49.29467413122059,0.618,a
0.030,19.76969640111861,1.610,a
-0.081,169.19986025030056,-0.721,a
0.044,77.76783344557053,0.123,a
-0.083,305.0703497822516,-1.361,a
0.013,40.47622486878734,0.832,a
0.966,385.83355990535125,-1.616,a
0.308,14.66898282206286,1.934,a
-0.005,47.68699981017778,0.654,a
0.066,38.69011316551085,0.881,a
0.084,2416.57345143683,-3.608,a
0.066,34.514373933585624,1.005,a
0.046,40.401733537300046,0.834,a
0.147,37.35940922587999,0.919,a
0.046,39.26449353995997,0.865,a
0.109,28.470821597992867,1.214,a
-0.031,127.52637064597302,-0.414,a
0.142,23.20598461598921,1.436,a
0.061,32.568668220166984,1.068,a
0.015,35.05903839326127,0.988,a
0.012,23.659196974857576,1.415,a
0.262,61.26324544438649,0.382,a
0.107,42.11143104363183,0.789,a
0.242,46.85975353086258,0.673,a
0.164,41.95657223387252,0.793,a
0.201,18.84516741721554,1.662,a
0.055,64.62491724953881,0.324,a
-0.005,35.77667699361107,0.966,a
-0.076,52.48074602497726,0.550,a
0.073,17.587333541355722,1.737,a
0.059,90.69847815057929,-0.044,a
0.143,68.23386941416697,0.265,a
0.144,27.64394371220336,1.246,a
-0.071,180.3017740859568,-0.790,a
0.124,15.878153642056157,1.848,a
0.064,19.915902890576117,1.602,a
0.062,40.3273792976113,0.836,a
0.030,118.35864919618605,-0.333,a
0.181,10.480934333628731,2.299,a
0.210,8.945404837788686,2.471,a
0.088,19.14255925021086,1.645,a
0.176,16.23304527765459,1.824,a
0.014,196.7886289706845,-0.885,a
0.234,19.355304139797436,1.633,a
0.122,21.91795343844129,1.498,a
0.058,1224.6161992650489,-2.870,a
-0.081,42.11143104363183,0.789,a
0.068,34.07218616593573,1.019,a
-0.008,50.21113054699537,0.598,a
-0.033,65.6447501951699,0.307,a
-0.093,97.18517029401686,-0.119,a
0.090,31.017014994776897,1.121,a
0.000,182.30559606810678,-0.802,a
0.079,34.99451670283571,0.990,a
0.134,15.417004529495593,1.880,a
0.303,9.349750030886002,2.423,a
0.245,11.978432778258552,2.154,a
0.100,74.40463661919195,0.171,a
0.079,20.19296069798118,1.587,a
0.205,65.16283940608425,0.315,a
0.192,18.6037288059505,1.676,a
0.220,20.32357010936221,1.580,a
0.086,125.77664324512543,-0.399,a
0.212,8.076068613289758,2.582,a
0.197,26.989820734720144,1.272,a
0.330,25.515260109096687,1.333,a
0.032,59.70352865838366,0.410,a
0.051,26.278465408384932,1.301,a
0.204,71.38385536016628,0.216,a
0.077,14.112371484118507,1.976,a
0.062,46.43014072818033,0.683,a
0.033,28.920113962154876,1.197,a
0.207,11.748975549395297,2.175,a
0.020,52.28775553134414,0.554,a
0.118,22.532013356294836,1.468,a
0.038,214.3877665973507,-0.978,a
0.238,12.496833972112185,2.108,a
-0.007,76.55966069112566,0.140,a
0.002,39.01216029526758,0.872,a
0.035,66.25215359025829,0.297,a
0.073,68.29674408079636,0.264,a
0.062,56.23413251903491,0.475,a
0.094,26.64403527724896,1.286,a
0.249,21.67704104819695,1.510,a
0.231,66.43546819760057,0.294,a
0.120,15.60270868693061,1.867,a
-0.036,90.36494737223013,-0.040,a
